sample_date,product,version,os,arch,extension,downloads,downloads_total
2022-03-01,bazel,0.10.0,macos,x86_64,sh,0,638
2022-03-01,bazel,0.10.0,linux,x86_64,sh,0,2557
2022-03-01,bazel,0.10.0,windows,x86_64,exe,0,173
2022-03-01,bazel,0.10.0,windows,x86_64,zip,0,601
2022-03-01,bazel,0.10.0,linux,x86_64,deb,0,2583
2022-03-01,bazel,0.10.1,any,,zip,0,3184
2022-03-01,bazel,0.10.1,macos,x86_64,sh,0,4139
2022-03-01,bazel,0.10.1,linux,x86_64,sh,1,36420
2022-03-01,bazel,0.10.1,windows,x86_64,exe,0,1246
2022-03-01,bazel,0.10.1,windows,x86_64,zip,0,251
2022-03-01,bazel,0.10.1,macos,x86_64,sh,0,380
2022-03-01,bazel,0.10.1,linux,x86_64,sh,0,731
2022-03-01,bazel,0.10.1,windows,x86_64,exe,0,681
2022-03-01,bazel,0.10.1,windows,x86_64,zip,0,45
2022-03-01,bazel,0.10.1,linux,x86_64,deb,0,11842
2022-03-01,bazel,0.11.0,any,,zip,0,5045
2022-03-01,bazel,0.11.0,macos,x86_64,sh,0,40408
2022-03-01,bazel,0.11.0,linux,x86_64,sh,0,192924
2022-03-01,bazel,0.11.0,windows,x86_64,exe,0,1514
2022-03-01,bazel,0.11.0,windows,x86_64,zip,0,2636
2022-03-01,bazel,0.11.0,macos,x86_64,sh,0,336
2022-03-01,bazel,0.11.0,linux,x86_64,sh,0,3065
2022-03-01,bazel,0.11.0,windows,x86_64,exe,0,129
2022-03-01,bazel,0.11.0,windows,x86_64,zip,0,68
2022-03-01,bazel,0.11.0,linux,x86_64,deb,0,15598
2022-03-01,bazel,0.11.1,linux,x86_64,deb,0,15013
2022-03-01,bazel,0.11.1,any,,zip,0,10085
2022-03-01,bazel,0.11.1,macos,x86_64,sh,0,3446
2022-03-01,bazel,0.11.1,linux,x86_64,sh,0,28126
2022-03-01,bazel,0.11.1,windows,x86_64,exe,0,3450
2022-03-01,bazel,0.11.1,windows,x86_64,zip,0,9567
2022-03-01,bazel,0.11.1,macos,x86_64,sh,0,480
2022-03-01,bazel,0.11.1,linux,x86_64,sh,1,3948
2022-03-01,bazel,0.11.1,windows,x86_64,exe,0,664
2022-03-01,bazel,0.11.1,windows,x86_64,zip,0,183
2022-03-01,bazel,0.12.0,macos,x86_64,,1,1259
2022-03-01,bazel,0.12.0,any,,zip,0,6986
2022-03-01,bazel,0.12.0,macos,x86_64,sh,0,3199
2022-03-01,bazel,0.12.0,linux,x86_64,sh,4,33195
2022-03-01,bazel,0.12.0,linux,x86_64,,0,1421
2022-03-01,bazel,0.12.0,windows,x86_64,exe,0,2820
2022-03-01,bazel,0.12.0,windows,x86_64,zip,0,3543
2022-03-01,bazel,0.12.0,macos,x86_64,sh,0,289
2022-03-01,bazel,0.12.0,linux,x86_64,sh,0,5857
2022-03-01,bazel,0.12.0,windows,x86_64,exe,0,194
2022-03-01,bazel,0.12.0,windows,x86_64,zip,0,196
2022-03-01,bazel,0.12.0,linux,x86_64,deb,0,5891
2022-03-01,bazel,0.13.0,macos,x86_64,,0,1688
2022-03-01,bazel,0.13.0,any,,zip,0,7506
2022-03-01,bazel,0.13.0,macos,x86_64,sh,0,9235
2022-03-01,bazel,0.13.0,linux,x86_64,sh,2,38800
2022-03-01,bazel,0.13.0,linux,x86_64,,0,1951
2022-03-01,bazel,0.13.0,windows,x86_64,exe,0,2551
2022-03-01,bazel,0.13.0,windows,x86_64,zip,0,4785
2022-03-01,bazel,0.13.0,macos,x86_64,sh,0,976
2022-03-01,bazel,0.13.0,linux,x86_64,sh,0,5753
2022-03-01,bazel,0.13.0,windows,x86_64,exe,0,489
2022-03-01,bazel,0.13.0,windows,x86_64,zip,0,805
2022-03-01,bazel,0.13.0,linux,x86_64,deb,2,2774
2022-03-01,bazel,0.13.1,macos,x86_64,,0,623
2022-03-01,bazel,0.13.1,any,,zip,0,1854
2022-03-01,bazel,0.13.1,macos,x86_64,sh,0,2037
2022-03-01,bazel,0.13.1,linux,x86_64,sh,0,13480
2022-03-01,bazel,0.13.1,linux,x86_64,,0,816
2022-03-01,bazel,0.13.1,windows,x86_64,exe,0,1063
2022-03-01,bazel,0.13.1,windows,x86_64,zip,0,213
2022-03-01,bazel,0.13.1,linux,x86_64,deb,0,3955
2022-03-01,bazel,0.14.0,macos,x86_64,,0,733
2022-03-01,bazel,0.14.0,any,,zip,0,1486
2022-03-01,bazel,0.14.0,macos,x86_64,sh,0,2581
2022-03-01,bazel,0.14.0,linux,x86_64,sh,0,27972
2022-03-01,bazel,0.14.0,linux,x86_64,,0,737
2022-03-01,bazel,0.14.0,windows,x86_64,exe,0,1500
2022-03-01,bazel,0.14.0,windows,x86_64,zip,0,3383
2022-03-01,bazel,0.14.0,linux,x86_64,deb,0,839
2022-03-01,bazel,0.14.1,macos,x86_64,,0,1703
2022-03-01,bazel,0.14.1,any,,zip,0,3434
2022-03-01,bazel,0.14.1,macos,x86_64,sh,0,12049
2022-03-01,bazel,0.14.1,linux,x86_64,sh,0,122981
2022-03-01,bazel,0.14.1,linux,x86_64,,0,7242
2022-03-01,bazel,0.14.1,windows,x86_64,exe,0,6267
2022-03-01,bazel,0.14.1,windows,x86_64,zip,0,462
2022-03-01,bazel,0.14.1,linux,x86_64,deb,0,11911
2022-03-01,bazel,0.15.0,macos,x86_64,,0,1725
2022-03-01,bazel,0.15.0,any,,zip,0,12362
2022-03-01,bazel,0.15.0,macos,x86_64,sh,0,36625
2022-03-01,bazel,0.15.0,linux,x86_64,sh,2,278170
2022-03-01,bazel,0.15.0,linux,x86_64,,0,3134
2022-03-01,bazel,0.15.0,windows,x86_64,exe,0,31339
2022-03-01,bazel,0.15.0,windows,x86_64,zip,0,8672
2022-03-01,bazel,0.15.0,linux,x86_64,deb,0,9752
2022-03-01,bazel,0.15.1,macos,x86_64,,0,127
2022-03-01,bazel,0.15.1,any,,zip,0,2237
2022-03-01,bazel,0.15.1,macos,x86_64,sh,1,293
2022-03-01,bazel,0.15.1,linux,x86_64,sh,0,2261
2022-03-01,bazel,0.15.1,linux,x86_64,,0,211
2022-03-01,bazel,0.15.1,windows,x86_64,exe,0,354
2022-03-01,bazel,0.15.1,windows,x86_64,zip,0,574
2022-03-01,bazel,0.15.1,linux,x86_64,deb,0,309
2022-03-01,bazel,0.15.2,macos,x86_64,,0,1564
2022-03-01,bazel,0.15.2,any,,zip,0,9057
2022-03-01,bazel,0.15.2,macos,x86_64,sh,0,5515
2022-03-01,bazel,0.15.2,linux,x86_64,sh,12,59266
2022-03-01,bazel,0.15.2,linux,x86_64,,0,1922
2022-03-01,bazel,0.15.2,windows,x86_64,exe,0,3128
2022-03-01,bazel,0.15.2,windows,x86_64,zip,0,2402
2022-03-01,bazel,0.15.2,linux,x86_64,deb,1,20278
2022-03-01,bazel,0.16.0,macos,x86_64,,0,964
2022-03-01,bazel,0.16.0,any,,zip,0,3611
2022-03-01,bazel,0.16.0,macos,x86_64,sh,0,3084
2022-03-01,bazel,0.16.0,linux,x86_64,sh,0,46779
2022-03-01,bazel,0.16.0,linux,x86_64,,0,1073
2022-03-01,bazel,0.16.0,windows,x86_64,exe,0,1707
2022-03-01,bazel,0.16.0,windows,x86_64,zip,0,1761
2022-03-01,bazel,0.16.0,linux,x86_64,deb,0,7731
2022-03-01,bazel,0.16.1,macos,x86_64,,0,2831
2022-03-01,bazel,0.16.1,any,,zip,1,4910
2022-03-01,bazel,0.16.1,macos,x86_64,sh,0,27201
2022-03-01,bazel,0.16.1,linux,x86_64,sh,3,401264
2022-03-01,bazel,0.16.1,linux,x86_64,,0,2726
2022-03-01,bazel,0.16.1,windows,x86_64,exe,0,4455
2022-03-01,bazel,0.16.1,windows,x86_64,zip,0,8707
2022-03-01,bazel,0.16.1,linux,x86_64,deb,0,7546
2022-03-01,bazel,0.17.1,macos,x86_64,,0,664
2022-03-01,bazel,0.17.1,any,,zip,0,7899
2022-03-01,bazel,0.17.1,macos,x86_64,sh,0,20380
2022-03-01,bazel,0.17.1,linux,x86_64,sh,0,13658
2022-03-01,bazel,0.17.1,linux,x86_64,,0,57633
2022-03-01,bazel,0.17.1,windows,x86_64,exe,0,1693
2022-03-01,bazel,0.17.1,windows,x86_64,zip,0,1594
2022-03-01,bazel,0.17.1,linux,x86_64,deb,0,57040
2022-03-01,bazel,0.17.2,macos,x86_64,,0,2678
2022-03-01,bazel,0.17.2,any,,zip,2,5345
2022-03-01,bazel,0.17.2,macos,x86_64,sh,0,4079
2022-03-01,bazel,0.17.2,linux,x86_64,sh,0,63323
2022-03-01,bazel,0.17.2,linux,x86_64,,0,2562
2022-03-01,bazel,0.17.2,windows,x86_64,exe,0,10410
2022-03-01,bazel,0.17.2,windows,x86_64,zip,0,4416
2022-03-01,bazel,0.17.2,linux,x86_64,deb,0,4934
2022-03-01,bazel,0.18.0,macos,x86_64,,0,2297
2022-03-01,bazel,0.18.0,any,,zip,0,10280
2022-03-01,bazel,0.18.0,macos,x86_64,sh,1,5004
2022-03-01,bazel,0.18.0,linux,x86_64,sh,0,77466
2022-03-01,bazel,0.18.0,linux,x86_64,,0,2628
2022-03-01,bazel,0.18.0,windows,x86_64,exe,0,13215
2022-03-01,bazel,0.18.0,windows,x86_64,zip,0,4087
2022-03-01,bazel,0.18.0,linux,x86_64,deb,0,4959
2022-03-01,bazel,0.18.1,linux,x86_64,deb,0,47314
2022-03-01,bazel,0.18.1,macos,x86_64,,0,1014
2022-03-01,bazel,0.18.1,any,,zip,0,3857
2022-03-01,bazel,0.18.1,macos,x86_64,sh,0,2001
2022-03-01,bazel,0.18.1,linux,x86_64,sh,19,48433
2022-03-01,bazel,0.18.1,linux,x86_64,,0,2288
2022-03-01,bazel,0.18.1,windows,x86_64,exe,0,3179
2022-03-01,bazel,0.18.1,windows,x86_64,zip,0,10139
2022-03-01,bazel,0.19.0,macos,x86_64,,1,2219
2022-03-01,bazel,0.19.0,any,,zip,0,3820
2022-03-01,bazel,0.19.0,macos,x86_64,sh,0,2392
2022-03-01,bazel,0.19.0,linux,x86_64,sh,13,29151
2022-03-01,bazel,0.19.0,linux,x86_64,,3,23457
2022-03-01,bazel,0.19.0,windows,x86_64,exe,1,4563
2022-03-01,bazel,0.19.0,windows,x86_64,zip,0,3013
2022-03-01,bazel,0.19.0,linux,x86_64,deb,0,31309
2022-03-01,bazel,0.19.1,macos,x86_64,,0,1024
2022-03-01,bazel,0.19.1,any,,zip,0,1221
2022-03-01,bazel,0.19.1,macos,x86_64,sh,0,2916
2022-03-01,bazel,0.19.1,linux,x86_64,sh,0,13136
2022-03-01,bazel,0.19.1,linux,x86_64,,0,1010
2022-03-01,bazel,0.19.1,windows,x86_64,exe,0,3149
2022-03-01,bazel,0.19.1,windows,x86_64,zip,0,2046
2022-03-01,bazel,0.19.1,linux,x86_64,deb,0,1944
2022-03-01,bazel,0.19.2,macos,x86_64,,1,1855
2022-03-01,bazel,0.19.2,any,,zip,2,8465
2022-03-01,bazel,0.19.2,macos,x86_64,sh,0,24983
2022-03-01,bazel,0.19.2,linux,x86_64,sh,11,362376
2022-03-01,bazel,0.19.2,linux,x86_64,,0,4753
2022-03-01,bazel,0.19.2,windows,x86_64,exe,0,6521
2022-03-01,bazel,0.19.2,windows,x86_64,zip,0,3496
2022-03-01,bazel,0.19.2,linux,x86_64,deb,3,10213
2022-03-01,bazel,0.2.0,macos,x86_64,sh,0,2538
2022-03-01,bazel,0.2.0,linux,x86_64,sh,1,11375
2022-03-01,bazel,0.2.0,macos,x86_64,sh,0,117
2022-03-01,bazel,0.2.0,linux,x86_64,sh,0,1377
2022-03-01,bazel,0.2.0,linux,x86_64,deb,0,189
2022-03-01,bazel,0.2.0,linux,x86_64,deb,0,1052
2022-03-01,bazel,0.2.1,macos,x86_64,sh,0,2278
2022-03-01,bazel,0.2.1,linux,x86_64,sh,1,10199
2022-03-01,bazel,0.2.1,macos,x86_64,sh,0,64
2022-03-01,bazel,0.2.1,linux,x86_64,sh,0,1330
2022-03-01,bazel,0.2.1,linux,x86_64,deb,0,112
2022-03-01,bazel,0.2.1,linux,x86_64,deb,0,571
2022-03-01,bazel,0.2.2,macos,x86_64,sh,0,1917
2022-03-01,bazel,0.2.2,linux,x86_64,sh,0,6017
2022-03-01,bazel,0.2.2,macos,x86_64,sh,0,154
2022-03-01,bazel,0.2.2,linux,x86_64,sh,0,334
2022-03-01,bazel,0.2.2,linux,x86_64,deb,0,164
2022-03-01,bazel,0.2.2,linux,x86_64,deb,0,1141
2022-03-01,bazel,0.2.2b,macos,x86_64,sh,0,3134
2022-03-01,bazel,0.2.2b,linux,x86_64,sh,0,15411
2022-03-01,bazel,0.2.2b,macos,x86_64,sh,0,193
2022-03-01,bazel,0.2.2b,linux,x86_64,sh,0,512
2022-03-01,bazel,0.2.2b,linux,x86_64,deb,0,338
2022-03-01,bazel,0.2.2b,linux,x86_64,deb,0,2208
2022-03-01,bazel,0.2.3,macos,x86_64,sh,0,1586
2022-03-01,bazel,0.2.3,linux,x86_64,sh,1,10759
2022-03-01,bazel,0.2.3,macos,x86_64,sh,0,121
2022-03-01,bazel,0.2.3,linux,x86_64,sh,0,824
2022-03-01,bazel,0.2.3,linux,x86_64,deb,1,152
2022-03-01,bazel,0.2.3,linux,x86_64,deb,0,5560
2022-03-01,bazel,0.20.0,macos,x86_64,,0,3281
2022-03-01,bazel,0.20.0,any,,zip,0,6460
2022-03-01,bazel,0.20.0,macos,x86_64,sh,0,15424
2022-03-01,bazel,0.20.0,linux,x86_64,sh,1,170364
2022-03-01,bazel,0.20.0,linux,x86_64,,0,34495
2022-03-01,bazel,0.20.0,windows,x86_64,exe,0,28430
2022-03-01,bazel,0.20.0,windows,x86_64,zip,0,9425
2022-03-01,bazel,0.20.0,linux,x86_64,deb,0,3983
2022-03-01,bazel,0.21.0,macos,x86_64,,0,4741
2022-03-01,bazel,0.21.0,any,,zip,5,23842
2022-03-01,bazel,0.21.0,macos,x86_64,sh,0,21270
2022-03-01,bazel,0.21.0,linux,x86_64,sh,4,385948
2022-03-01,bazel,0.21.0,linux,x86_64,,0,30522
2022-03-01,bazel,0.21.0,windows,x86_64,exe,0,15401
2022-03-01,bazel,0.21.0,windows,x86_64,zip,0,8716
2022-03-01,bazel,0.21.0,linux,x86_64,deb,0,180014
2022-03-01,bazel,0.22.0,macos,x86_64,,0,4192
2022-03-01,bazel,0.22.0,any,,zip,0,5961
2022-03-01,bazel,0.22.0,macos,x86_64,sh,0,9378
2022-03-01,bazel,0.22.0,linux,x86_64,sh,8,111903
2022-03-01,bazel,0.22.0,linux,x86_64,,0,83741
2022-03-01,bazel,0.22.0,windows,x86_64,exe,0,8526
2022-03-01,bazel,0.22.0,windows,x86_64,zip,0,4909
2022-03-01,bazel,0.22.0,linux,x86_64,deb,0,315331
2022-03-01,bazel,0.23.0,macos,x86_64,,0,873
2022-03-01,bazel,0.23.0,any,,zip,0,1195
2022-03-01,bazel,0.23.0,macos,x86_64,sh,0,2427
2022-03-01,bazel,0.23.0,linux,x86_64,sh,0,38835
2022-03-01,bazel,0.23.0,linux,x86_64,,0,1338
2022-03-01,bazel,0.23.0,windows,x86_64,exe,0,6372
2022-03-01,bazel,0.23.0,windows,x86_64,zip,0,3027
2022-03-01,bazel,0.23.0,linux,x86_64,deb,0,8392
2022-03-01,bazel,0.23.1,macos,x86_64,,0,1688
2022-03-01,bazel,0.23.1,any,,zip,0,2157
2022-03-01,bazel,0.23.1,macos,x86_64,sh,0,2513
2022-03-01,bazel,0.23.1,linux,x86_64,sh,0,15428
2022-03-01,bazel,0.23.1,linux,x86_64,,0,77114
2022-03-01,bazel,0.23.1,windows,x86_64,exe,0,5843
2022-03-01,bazel,0.23.1,windows,x86_64,zip,0,2343
2022-03-01,bazel,0.23.1,linux,x86_64,deb,0,3825
2022-03-01,bazel,0.23.2,windows,x86_64,exe,0,9341
2022-03-01,bazel,0.23.2,windows,x86_64,zip,0,11218
2022-03-01,bazel,0.23.2,linux,x86_64,deb,0,33899
2022-03-01,bazel,0.23.2,macos,x86_64,,0,3514
2022-03-01,bazel,0.23.2,any,,zip,1,3077
2022-03-01,bazel,0.23.2,macos,x86_64,sh,0,9849
2022-03-01,bazel,0.23.2,linux,x86_64,sh,0,263037
2022-03-01,bazel,0.23.2,linux,x86_64,,0,72557
2022-03-01,bazel,0.24.0,macos,x86_64,,0,1265
2022-03-01,bazel,0.24.0,any,,zip,0,1783
2022-03-01,bazel,0.24.0,macos,x86_64,sh,0,4445
2022-03-01,bazel,0.24.0,linux,x86_64,sh,0,36467
2022-03-01,bazel,0.24.0,linux,x86_64,,0,29221
2022-03-01,bazel,0.24.0,windows,x86_64,exe,1,3126
2022-03-01,bazel,0.24.0,windows,x86_64,zip,0,2134
2022-03-01,bazel,0.24.0,linux,x86_64,deb,0,2581
2022-03-01,bazel,0.24.1,macos,x86_64,,1,3263
2022-03-01,bazel,0.24.1,any,,zip,12,26163
2022-03-01,bazel,0.24.1,macos,x86_64,sh,0,93641
2022-03-01,bazel,0.24.1,linux,x86_64,sh,28,997095
2022-03-01,bazel,0.24.1,linux,x86_64,,0,27105
2022-03-01,bazel,0.24.1,windows,x86_64,exe,0,55835
2022-03-01,bazel,0.24.1,windows,x86_64,zip,0,12434
2022-03-01,bazel,0.24.1,linux,x86_64,deb,278,229971
2022-03-01,bazel,0.25.0,macos,x86_64,,0,1155
2022-03-01,bazel,0.25.0,any,,zip,0,26433
2022-03-01,bazel,0.25.0,macos,x86_64,sh,0,6207
2022-03-01,bazel,0.25.0,linux,x86_64,sh,0,164411
2022-03-01,bazel,0.25.0,linux,x86_64,,0,44532
2022-03-01,bazel,0.25.0,windows,x86_64,exe,0,2327
2022-03-01,bazel,0.25.0,windows,x86_64,zip,0,1884
2022-03-01,bazel,0.25.0,linux,x86_64,deb,0,39601
2022-03-01,bazel,0.25.1,macos,x86_64,,0,392
2022-03-01,bazel,0.25.1,any,,zip,0,1041
2022-03-01,bazel,0.25.1,macos,x86_64,sh,0,1957
2022-03-01,bazel,0.25.1,linux,x86_64,sh,2,8298
2022-03-01,bazel,0.25.1,linux,x86_64,,0,585
2022-03-01,bazel,0.25.1,windows,x86_64,exe,0,1231
2022-03-01,bazel,0.25.1,windows,x86_64,zip,0,2918
2022-03-01,bazel,0.25.1,linux,x86_64,deb,0,9652
2022-03-01,bazel,0.25.2,macos,x86_64,,0,1363
2022-03-01,bazel,0.25.2,any,,zip,0,14235
2022-03-01,bazel,0.25.2,macos,x86_64,sh,0,4939
2022-03-01,bazel,0.25.2,linux,x86_64,sh,1,54876
2022-03-01,bazel,0.25.2,linux,x86_64,,0,27742
2022-03-01,bazel,0.25.2,windows,x86_64,exe,0,6266
2022-03-01,bazel,0.25.2,windows,x86_64,zip,0,4445
2022-03-01,bazel,0.25.2,linux,x86_64,deb,0,9533
2022-03-01,bazel,0.25.3,macos,x86_64,,0,422
2022-03-01,bazel,0.25.3,any,,zip,1,1537
2022-03-01,bazel,0.25.3,macos,x86_64,sh,0,3811
2022-03-01,bazel,0.25.3,linux,x86_64,sh,1,27617
2022-03-01,bazel,0.25.3,linux,x86_64,,0,3212
2022-03-01,bazel,0.25.3,windows,x86_64,exe,0,2197
2022-03-01,bazel,0.25.3,windows,x86_64,zip,0,602
2022-03-01,bazel,0.25.3,linux,x86_64,deb,0,1177
2022-03-01,bazel,0.26.0,macos,x86_64,,0,7925
2022-03-01,bazel,0.26.0,any,,zip,0,2467
2022-03-01,bazel,0.26.0,macos,x86_64,sh,2,4320
2022-03-01,bazel,0.26.0,linux,x86_64,sh,2,46301
2022-03-01,bazel,0.26.0,linux,x86_64,,0,62419
2022-03-01,bazel,0.26.0,windows,x86_64,exe,0,3354
2022-03-01,bazel,0.26.0,windows,x86_64,zip,0,9261
2022-03-01,bazel,0.26.0,linux,x86_64,deb,0,17458
2022-03-01,bazel,0.26.1,macos,x86_64,,0,2853
2022-03-01,bazel,0.26.1,any,,zip,12,17593
2022-03-01,bazel,0.26.1,macos,x86_64,sh,1,58004
2022-03-01,bazel,0.26.1,linux,x86_64,sh,24,468095
2022-03-01,bazel,0.26.1,linux,x86_64,,2,40597
2022-03-01,bazel,0.26.1,windows,x86_64,exe,1,26643
2022-03-01,bazel,0.26.1,windows,x86_64,zip,0,1804
2022-03-01,bazel,0.26.1,linux,x86_64,deb,0,38231
2022-03-01,bazel,0.27.0,macos,x86_64,,0,1643
2022-03-01,bazel,0.27.0,any,,zip,0,2251
2022-03-01,bazel,0.27.0,macos,x86_64,sh,0,1889
2022-03-01,bazel,0.27.0,linux,x86_64,sh,0,40544
2022-03-01,bazel,0.27.0,linux,x86_64,,0,41054
2022-03-01,bazel,0.27.0,windows,x86_64,exe,0,2461
2022-03-01,bazel,0.27.0,windows,x86_64,zip,0,2390
2022-03-01,bazel,0.27.0,linux,x86_64,deb,0,216957
2022-03-01,bazel,0.27.1,macos,x86_64,,0,700
2022-03-01,bazel,0.27.1,any,,zip,0,2431
2022-03-01,bazel,0.27.1,macos,x86_64,sh,0,1057
2022-03-01,bazel,0.27.1,linux,x86_64,sh,4,27548
2022-03-01,bazel,0.27.1,linux,x86_64,,0,14199
2022-03-01,bazel,0.27.1,windows,x86_64,exe,0,2908
2022-03-01,bazel,0.27.1,windows,x86_64,zip,0,1533
2022-03-01,bazel,0.27.1,linux,x86_64,deb,2,2957
2022-03-01,bazel,0.27.2,macos,x86_64,,0,561
2022-03-01,bazel,0.27.2,any,,zip,0,1492
2022-03-01,bazel,0.27.2,macos,x86_64,sh,0,691
2022-03-01,bazel,0.27.2,linux,x86_64,sh,30,20842
2022-03-01,bazel,0.27.2,linux,x86_64,,1,8923
2022-03-01,bazel,0.27.2,windows,x86_64,exe,0,2929
2022-03-01,bazel,0.27.2,windows,x86_64,zip,0,961
2022-03-01,bazel,0.27.2,linux,x86_64,deb,0,1114
2022-03-01,bazel,0.28.0,macos,x86_64,,0,7311
2022-03-01,bazel,0.28.0,any,,zip,0,1320
2022-03-01,bazel,0.28.0,macos,x86_64,sh,0,2610
2022-03-01,bazel,0.28.0,linux,x86_64,sh,3,52737
2022-03-01,bazel,0.28.0,linux,x86_64,,0,100961
2022-03-01,bazel,0.28.0,windows,x86_64,exe,0,2494
2022-03-01,bazel,0.28.0,windows,x86_64,zip,0,4100
2022-03-01,bazel,0.28.0,linux,x86_64,deb,0,3071
2022-03-01,bazel,0.28.1,macos,x86_64,,0,4793
2022-03-01,bazel,0.28.1,any,,zip,0,6660
2022-03-01,bazel,0.28.1,macos,x86_64,sh,0,14821
2022-03-01,bazel,0.28.1,linux,x86_64,sh,31,162723
2022-03-01,bazel,0.28.1,linux,x86_64,,2,22470
2022-03-01,bazel,0.28.1,windows,x86_64,exe,0,6004
2022-03-01,bazel,0.28.1,windows,x86_64,zip,0,7736
2022-03-01,bazel,0.28.1,linux,x86_64,deb,1,7726
2022-03-01,bazel,0.29.0,macos,x86_64,,1,1601
2022-03-01,bazel,0.29.0,any,,zip,0,1174
2022-03-01,bazel,0.29.0,macos,x86_64,sh,0,6029
2022-03-01,bazel,0.29.0,linux,x86_64,sh,0,40874
2022-03-01,bazel,0.29.0,linux,x86_64,,0,80705
2022-03-01,bazel,0.29.0,windows,x86_64,exe,0,5963
2022-03-01,bazel,0.29.0,windows,x86_64,zip,0,1859
2022-03-01,bazel,0.29.0,linux,x86_64,deb,0,10115
2022-03-01,bazel,0.29.1,macos,x86_64,,49,49299
2022-03-01,bazel,0.29.1,any,,zip,11,9749
2022-03-01,bazel,0.29.1,macos,x86_64,sh,2,16346
2022-03-01,bazel,0.29.1,linux,x86_64,sh,0,297918
2022-03-01,bazel,0.29.1,linux,x86_64,,50,114118
2022-03-01,bazel,0.29.1,windows,x86_64,exe,0,11754
2022-03-01,bazel,0.29.1,windows,x86_64,zip,2,30241
2022-03-01,bazel,0.29.1,linux,x86_64,deb,0,5761
2022-03-01,bazel,0.3.0,macos,x86_64,sh,0,2080
2022-03-01,bazel,0.3.0,linux,x86_64,sh,3,21034
2022-03-01,bazel,0.3.0,macos,x86_64,sh,0,114
2022-03-01,bazel,0.3.0,linux,x86_64,sh,0,2247
2022-03-01,bazel,0.3.0,linux,x86_64,deb,0,228
2022-03-01,bazel,0.3.0,linux,x86_64,deb,0,1298
2022-03-01,bazel,0.3.1,macos,x86_64,sh,0,4147
2022-03-01,bazel,0.3.1,linux,x86_64,sh,0,43164
2022-03-01,bazel,0.3.1,macos,x86_64,sh,0,271
2022-03-01,bazel,0.3.1,linux,x86_64,sh,0,67330
